2025-11-28 00:39, success, 0.227392
2025-11-28 12:15, success, 0.202176
2025-11-29 00:39, success, 0.152865
2025-11-29 12:14, success, 0.143456
2025-11-30 00:47, success, 0.092068
2025-11-30 12:14, success, 0.203009
2025-12-01 00:52, success, 0.167923
2025-12-01 12:16, success, 0.245390
2025-12-02 00:42, success, 0.249590
2025-12-02 12:17, success, 0.296732
2025-12-03 00:41, success, 0.093227
2025-12-03 12:16, success, 0.092898
2025-12-04 00:42, success, 0.301625
2025-12-04 12:17, success, 0.329875
2025-12-05 00:42, success, 0.157560
2025-12-05 12:17, success, 0.286066
2025-12-06 00:39, success, 0.203658
2025-12-06 12:14, success, 0.075743
2025-12-07 00:46, success, 0.219111
2025-12-07 12:13, success, 0.152812
2025-12-08 00:43, failed, 0.055054
2025-12-08 12:17, failed, 0.036578
2025-12-09 00:42, failed, 0.043393
2025-12-09 12:17, failed, 0.053020
2025-12-10 00:43, failed, 0.053257
2025-12-10 12:17, failed, 0.041741
2025-12-11 00:43, failed, 0.037920
2025-12-11 12:18, failed, 0.054318
2025-12-12 00:43, failed, 0.058070
2025-12-12 12:17, failed, 0.049920
2025-12-13 00:40, failed, 0.052140
2025-12-13 12:15, failed, 0.035380
2025-12-14 00:47, failed, 0.088570
2025-12-14 12:14, failed, 0.049687
2025-12-15 00:45, failed, 0.056087
2025-12-15 12:18, failed, 0.057388
2025-12-16 00:43, failed, 0.081602
2025-12-16 12:17, failed, 0.043621
2025-12-17 00:40, failed, 0.073089
2025-12-17 12:17, failed, 0.076175
2025-12-18 00:39, failed, 0.036409
2025-12-18 12:17, failed, 0.040197
2025-12-19 00:43, failed, 0.049900
2025-12-19 12:16, failed, 0.057777
2025-12-20 00:40, failed, 0.076373
2025-12-20 12:14, failed, 0.074964
2025-12-21 00:47, failed, 0.064202
2025-12-21 12:14, failed, 0.042767
2025-12-22 00:46, failed, 0.048556
2025-12-22 13:31, failed, 0.074407
2025-12-23 00:43, failed, 0.094268
2025-12-23 12:17, failed, 0.068114
2025-12-24 00:43, failed, 0.056720
2025-12-24 12:16, failed, 0.055660
2025-12-25 00:43, failed, 0.050283
2025-12-25 12:16, failed, 0.067380
2025-12-26 00:43, failed, 0.054938
2025-12-26 12:16, failed, 0.037237
2025-12-27 00:42, failed, 0.085606
2025-12-27 12:15, failed, 0.066001
2025-12-28 00:50, failed, 0.050845
2025-12-28 12:15, failed, 0.040066
2025-12-29 00:49, failed, 0.036983
2025-12-29 12:18, failed, 0.042038
2025-12-30 00:43, failed, 0.050063
2025-12-30 12:17, failed, 0.069093
2025-12-31 00:44, failed, 0.052262
2025-12-31 12:16, failed, 0.041986
2026-01-01 00:51, failed, 0.041672
2026-01-01 12:17, failed, 0.043604
2026-01-02 00:45, failed, 0.056685
2026-01-02 12:16, failed, 0.063669
2026-01-03 00:42, failed, 0.039265
2026-01-03 12:15, failed, 0.041109
2026-01-04 00:51, failed, 0.061772
2026-01-04 12:15, failed, 0.042697
2026-01-05 00:50, failed, 0.057683
2026-01-05 12:18, failed, 0.042503
2026-01-06 00:44, failed, 0.060005
2026-01-06 12:17, failed, 0.041857
2026-01-07 00:44, failed, 0.045982
2026-01-07 12:18, failed, 0.037639
2026-01-08 00:44, failed, 0.081950
2026-01-08 12:19, failed, 0.049683
